Time Stamp,Energy Output (kWh),Global Horizontal Irradiance GHI,Direct Normal Irradiance Dni,Diffuse Horizontal Irradiance DHI,Air Temperature,Wind Direction At 3 Meter,Wind Speed At 3 Meter,Relative Humidity,Barometric Pressure,Source,Region
2015-11-01 00:00:00+03:00,1273.4496,5780.0,7190.0,1460.0,22.4,80.0,1.9,37.0,884.6,Najran University Station,South
2015-12-01 00:00:00+03:00,1096.97328,4979.0,6309.0,1381.0,18.1,98.0,1.9,42.7,886.8,Najran University Station,South
2015-12-01 00:00:00+03:00,929.53008,4219.0,3821.0,1934.0,27.5,288.0,2.8,73.4,1014.2,Jazan University Station,South
2015-12-01 00:00:00+03:00,1120.98816,5088.0,6438.0,1457.0,20.1,56.0,3.7,39.6,935.3,Sharurah Technical Institute,South
2015-12-01 00:00:00+03:00,914.76864,4152.0,3489.0,2085.0,27.9,185.0,3.3,75.1,1012.8,Saline Water Conversion Corporation (Farasan) Station,South
2015-12-01 00:00:00+03:00,1030.21632,4676.0,5297.0,1555.0,23.6,45.0,2.0,58.5,896.4,Tuhamat Qahtan Technical Institute,South
2016-01-01 00:00:00+03:00,923.1408,4190.0,2820.0,2471.0,26.9,192.0,3.8,76.1,1012.6,Saline Water Conversion Corporation (Farasan) Station,South
2016-01-01 00:00:00+03:00,1182.8980800000002,5369.0,6314.0,1626.0,20.3,52.0,4.0,36.1,934.4,Sharurah Technical Institute,South
2016-01-01 00:00:00+03:00,1180.69488,5359.0,6180.0,1652.0,18.3,89.0,1.9,39.6,885.9,Najran University Station,South
2016-01-01 00:00:00+03:00,1052.028,4775.0,4995.0,1746.0,22.5,48.0,1.9,59.1,896.0,Tuhamat Qahtan Technical Institute,South
2016-01-01 00:00:00+03:00,933.27552,4236.0,3042.0,2386.0,26.4,296.0,3.1,73.5,1014.2,Jazan University Station,South
